,entity,address,label,n_transactions,block_height_max-min,fee_mean,fee_median,fee_std,fee_min,fee_max,fee_max-min,size_mean,size_median,size_std,size_min,size_max,weight_mean,weight_median,weight_std,weight_min,weight_max,vin_sz_mean,vin_sz_median,vin_sz_std,vin_sz_min,vin_sz_max,vout_sz_mean,vout_sz_median,vout_sz_std,vout_sz_min,vout_sz_max,inputsAmount_mean,inputsAmount_median,inputsAmount_std,inputsAmount_min,inputsAmount_max,outputsAmount_mean,outputsAmount_median,outputsAmount_std,outputsAmount_min,outputsAmount_max
0,Huobi.com,19hx1B4pTDsBAYJJYYrj1t6bcVw1e9omuH,exchanges,15.0,105509.0,22000.0,10000.0,29709.7066,10000.0,130000.0,120000.0,1519.0667,669.0,2657.4263,192.0,11169.0,6076.2667,2676.0,10629.7052,768.0,44676.0,8.7333,4.0,14.9062,1.0,62.0,1.6667,2.0,0.4714,1.0,2.0,3068902430.2667,130483000.0,5638699104.7623,20000000.0,20294880000.0,3068880430.2667,130473000.0,5638696255.617,19990000.0,20294850000.0
1,Huobi.com,16vyeuwbuNz9PKPs4VqqGLsVRJ2G6uJj39,exchanges,66.0,65621.0,416969.697,105000.0,459380.2469,0.0,1000000.0,1000000.0,65574.7424,97450.0,55827.6136,226.0,149733.0,262298.9697,389800.0,223310.4544,904.0,598932.0,25.2879,1.0,70.8329,1.0,553.0,1818.0303,2860.5,1727.6636,1.0,4400.0,46640773932.697,52609055246.5,44468614109.6405,19550000.0,240001840027.0,46640356963.0,52608555246.5,44468338497.6627,19540000.0,240001000027.0
2,Huobi.com,12uuCfvuxeyGhWaEU1sHTbkCN7eWMT7qFp,exchanges,8.0,131328.0,7500.0,10000.0,6614.3783,0.0,20000.0,20000.0,372.125,257.0,236.4807,192.0,930.0,1488.5,1028.0,945.9227,768.0,3720.0,2.0,1.0,1.6583,1.0,6.0,1.5,1.5,0.5,1.0,2.0,1366670641.875,500000000.0,2617834127.4009,47475718.0,8280229672.0,1366663141.875,499995000.0,2617829584.7326,47465718.0,8280209672.0
3,Huobi.com,1NMbcRqggWu75DG5AqZtin5kecdHoDVs3b,exchanges,9.0,56328.0,14444.4444,10000.0,12570.7872,10000.0,50000.0,40000.0,623.5556,258.0,897.4013,226.0,3149.0,2494.2222,1032.0,3589.6053,904.0,12596.0,3.6667,1.0,6.1644,1.0,21.0,1.7778,2.0,0.4157,1.0,2.0,14057146737.4444,2560000000.0,28547772948.6586,566152000.0,94192933200.0,14057132293.0,2559990000.0,28547773136.3455,566142000.0,94192923200.0
4,Huobi.com,1DgcQFeaCQBo41oxtzUuV3caW5TNjXvhLZ,exchanges,20.0,156529.0,96500.0,50000.0,188686.91,10000.0,900000.0,890000.0,2638.4,875.0,4185.1058,226.0,17489.0,10553.6,3500.0,16740.4231,904.0,69956.0,17.35,5.5,28.343,1.0,118.0,1.85,2.0,0.3571,1.0,2.0,4427143349.6,66835002.5,10865926253.2913,1130000.0,50030900000.0,4427046849.6,66310002.5,10865948616.4647,1080000.0,50030880000.0
5,Huobi.com,16K4VtKNxcaNkvNvDYiiWjyn1n49irJ8Ep,exchanges,7.0,53701.0,130000.0,10000.0,289876.8211,10000.0,840000.0,830000.0,12082.1429,339.0,28513.6573,226.0,81921.0,48328.5714,1356.0,114054.6294,904.0,327684.0,81.1429,2.0,192.6488,1.0,553.0,1.8571,2.0,0.3499,1.0,2.0,34657210496.5714,206000000.0,83833226088.1524,2000000.0,240001840027.0,34657080496.5714,205990000.0,83832936216.4575,1990000.0,240001000027.0
6,Huobi.com,1FDpmBztMAUvR1Q4JJeb2FnA4VUxUAAtmd,exchanges,3.0,30787.0,6666.6667,10000.0,4714.0452,0.0,10000.0,10000.0,509.6667,225.0,426.8468,191.0,1113.0,2038.6667,900.0,1707.3873,764.0,4452.0,3.0,1.0,2.8284,1.0,7.0,1.6667,2.0,0.4714,1.0,2.0,10822835983.3333,56000000.0,15263602089.76,3700000.0,32408807950.0,10822829316.6667,55990000.0,15263606803.8006,3690000.0,32408807950.0
7,Huobi.com,1ko9cGfFxWoUMMZ3MsxuSjRHfLDNgyjr9,exchanges,361.0,147643.0,0.0,0.0,0.0,0.0,0.0,0.0,111678.87,115992.5,48686.9734,3727.0,445268.0,446715.48,463970.0,194747.8936,14908.0,1781072.0,3.16,1.0,6.8684,1.0,25.0,3294.64,3446.0,1455.9148,1.0,13107.0,25809241222.44,11739480755.5,26996367367.692,292595.0,85216467964.0,25809241222.44,11739480755.5,26996367367.692,292595.0,85216467964.0
8,Huobi.com,1MnkzcBw8prYASnMiJ772ApcEsn1tFtn1A,exchanges,92.0,172545.0,35217.3913,10000.0,86420.0845,0.0,530000.0,530000.0,3265.8478,782.5,6807.8922,191.0,44493.0,13063.3913,3130.0,27231.5686,764.0,177972.0,21.663,5.0,45.9672,1.0,300.0,1.5,1.5,0.5,1.0,2.0,3488301198.6848,94270000.0,16883609295.9584,5008592.0,144597358562.0,3488265981.2935,94255000.0,16883557715.0274,4988592.0,144596878562.0
9,Huobi.com,1CXrs7piiUdDXG1nT8jk43GWqCtPpbQbYu,exchanges,454.0,172282.0,381500.0,0.0,438833.3966,0.0,920000.0,920000.0,70669.57,85226.0,68780.6868,2570.0,445268.0,282678.28,340904.0,275122.7472,10280.0,1781072.0,15.16,20.0,12.8978,1.0,38.0,2016.05,2501.0,2059.3653,1.0,13107.0,57834068612.35,17746179666.5,79144222853.8047,30070.0,298091560764.0,57833687112.35,17746179666.5,79143913266.5528,70.0,298090700764.0
10,Huobi.com,17WQqNZafGZWWa1zW4LaJ1h7S7qKKER8as,exchanges,955.0,75916.0,7400.0,10000.0,4386.3424,0.0,10000.0,10000.0,46712.8,4470.0,71458.9887,4464.0,196245.0,186851.2,17880.0,285835.9549,17856.0,784980.0,22.46,30.0,12.7204,1.0,30.0,1290.58,1.0,2181.0729,1.0,5826.0,5012443441.21,175505362.0,8326517663.3968,44576385.0,35556746686.0,5012436041.21,175495362.0,8326521944.8701,44566385.0,35556746686.0
11,Huobi.com,14zzx8PWeXULMp11NmFdk3yuTabME6naBN,exchanges,17.0,15206.0,10588.2353,10000.0,6389.8709,0.0,30000.0,30000.0,397.6471,193.0,416.9961,191.0,1652.0,1590.5882,772.0,1667.9844,764.0,6608.0,2.1176,1.0,2.4467,1.0,10.0,1.4706,1.0,0.4991,1.0,2.0,657830718.4118,61255963.0,1173823861.6085,20025.0,3678000000.0,657820130.1765,61245963.0,1173825900.9515,10025.0,3677990000.0
12,Huobi.com,1H8casG2e6keyjVGoQeh21oE2UJCtXECSL,exchanges,12.0,143649.0,20000.0,10000.0,36968.455,0.0,140000.0,140000.0,1941.4167,634.5,2702.7548,226.0,8631.0,7765.6667,2538.0,10811.019,904.0,34524.0,12.75,4.0,18.299,1.0,58.0,1.3333,1.0,0.4714,1.0,2.0,2679141370.75,760240790.5,4146388867.5292,2000000.0,12285904868.0,2679121370.75,760235790.5,4146388119.6668,2000000.0,12285874868.0
13,Huobi.com,1JHsjazLvtpW6MC3AppTK8FtDU79mKeJDg,exchanges,141.0,43864.0,749500.0,790000.0,279747.6541,0.0,1000000.0,1000000.0,74492.86,78585.0,28330.0071,5998.0,99983.0,297971.44,314340.0,113320.0283,23992.0,399932.0,17.58,1.0,47.498,1.0,316.0,2113.23,2303.0,976.8184,1.0,2935.0,33794566992.61,2997988476.5,45121232913.2421,399790000.0,158477028601.0,33793817492.61,2997278476.5,45121057404.9704,399500000.0,158476028601.0
14,Huobi.com,18FVW8RUVnoHwBGFkRFsf9kyAHJcrcbiuS,exchanges,7.0,28540.0,17142.8571,10000.0,14846.1498,0.0,40000.0,40000.0,1252.1429,259.0,1490.7624,226.0,3745.0,5008.5714,1036.0,5963.0494,904.0,14980.0,8.0,1.0,10.184,1.0,25.0,1.7143,2.0,0.6999,1.0,3.0,9469124331.8571,6000298200.0,12393849959.1565,66600000.0,38445930000.0,9469107189.0,6000298200.0,12393849717.2555,66590000.0,38445920000.0
15,Huobi.com,1F3GeJi6VesFMkaUF9o81vtJFkTdCs59bC,exchanges,89.0,125834.0,73177.5281,20000.0,125795.5017,0.0,692800.0,692800.0,2902.4494,1225.0,5859.7323,191.0,50583.0,11609.7978,4900.0,23438.9291,764.0,202332.0,5.1124,2.0,9.3873,1.0,77.0,62.5843,2.0,160.2645,1.0,1359.0,5148833427.3708,1422529987.0,19894819365.1026,0.0,185138543100.0,5205309898.1573,1681871071.0,19883672733.2945,1496046.0,185138533100.0
16,Huobi.com,1NMwkFzhkPRdK1XCH8dKxWmsCDCFFmx8Rq,exchanges,89.0,220298.0,490898.8764,260000.0,373762.0479,0.0,1000000.0,1000000.0,49186.2135,51668.0,38052.1009,783.0,101738.0,196744.8539,206672.0,152208.4037,3132.0,406952.0,40.0787,2.0,50.1053,1.0,163.0,1271.6742,1514.0,1278.5446,1.0,3020.0,13813753126.0787,3533150063.0,26174615222.4685,103518450.0,117933238415.0,13813262227.2022,3532950063.0,26174493673.6788,103458450.0,117933018415.0
17,Huobi.com,1BzudAAfaaqtNVUs1ZjFAzSZKoWKSg6NYY,exchanges,1281.0,21320.0,1000.0,0.0,3000.0,0.0,10000.0,10000.0,155697.67,169985.0,55821.6534,3138.0,390773.0,622790.68,679940.0,223286.6137,12552.0,1563092.0,3.13,1.0,6.4895,1.0,33.0,4572.71,5002.5,1670.0313,1.0,11515.0,25730123875.69,29423006564.0,9290592437.09,2484381.0,32410408780.0,25730122875.69,29423006564.0,9290595199.5056,2474381.0,32410408780.0
18,Huobi.com,1LvWcQMQS8X5uyX7sSZSkEaUeM1ojYZ6r3,exchanges,145.0,258269.0,493800.0,310000.0,360959.2221,0.0,960000.0,960000.0,50014.84,54981.0,36877.4594,1115.0,134042.0,200059.36,219924.0,147509.8374,4460.0,536168.0,47.52,4.5,57.489,1.0,231.0,1263.8,1111.5,1274.3255,1.0,3987.0,6829007108.95,2597347725.5,14144759411.0179,29107978.0,117933238415.0,6828513308.95,2596847725.5,14144832609.068,29107978.0,117933018415.0
19,Huobi.com,1KXiM8NMPfAHvRdt3ZvUDrFWW1B29i2xr6,exchanges,1253.0,53689.0,5300.0,10000.0,4990.9919,0.0,10000.0,10000.0,80275.51,4475.5,81244.2467,3137.0,184261.0,321102.04,17902.0,324976.9869,12548.0,737044.0,14.33,21.0,12.9136,1.0,34.0,2302.42,1.0,2447.2983,1.0,5419.0,14482531928.67,98639786.5,15620685222.356,2630265.0,37008665624.0,14482526628.67,98629786.5,15620690126.6019,2620265.0,37008665624.0
20,Huobi.com,1MTKTCg7Xh3yinQ87sjUzp73ES5caET61t,exchanges,1401.0,237305.0,4315.89,0.0,4939.4679,0.0,10000.0,10000.0,97365.36,165958.0,86394.2949,226.0,390773.0,389461.44,663832.0,345577.1796,904.0,1563092.0,9.85,1.0,10.3348,1.0,34.0,2824.11,4882.5,2586.3458,1.0,11515.0,17019188454.12,28754130766.0,15108044269.3659,3526094.0,34628014572.0,17019184138.23,28754130766.0,15108049128.5643,3516094.0,34628014572.0
21,Huobi.com,15s6yYhzVsrM29nBi1geaJuBZFGQtMdhA6,exchanges,190.0,43469.0,611700.0,640000.0,224544.2273,10000.0,960000.0,950000.0,60481.25,63500.0,22782.2074,193.0,95912.0,241925.0,254000.0,91128.8295,772.0,383648.0,14.79,1.0,46.0778,1.0,316.0,1713.22,1862.0,781.9782,1.0,2810.0,3010599281.48,2501619067.0,2524561529.8479,60000.0,20029820772.0,3009987581.48,2500930812.5,2524457528.1941,50000.0,20028930772.0
22,Huobi.com,12aKRDdkL5Ae3zRVwbs9ywPo4Jfx44GYfd,exchanges,46.0,179127.0,495652.1739,335000.0,427310.3555,0.0,1000000.0,1000000.0,57881.8478,69025.0,46088.205,932.0,149528.0,231527.3913,276100.0,184352.8201,3728.0,598112.0,33.5,1.0,55.8643,1.0,264.0,1557.0435,2024.5,1489.9219,1.0,4419.0,45015473687.1522,4825626673.5,80189124656.2803,39174864.0,504638567758.0,45014978034.9783,4825446673.5,80188988947.495,39174864.0,504638157758.0
23,Huobi.com,185ohog3RpD81YnG1p3Eb4DaS4FtU4hHc7,exchanges,35.0,183940.0,600571.4286,1000000.0,481847.2957,0.0,1000000.0,1000000.0,72282.6,99982.0,43599.6647,2714.0,141809.0,289130.4,399928.0,174398.6589,10856.0,567236.0,34.5429,1.0,81.1223,1.0,439.0,1976.2571,2935.0,1449.5415,1.0,4194.0,83197211270.5429,91995061732.0,76316319706.2797,19092507.0,203831667117.0,83196610699.1143,91994061732.0,76315894372.2758,19092507.0,203830667117.0
24,Huobi.com,1Crucw3RmmFvNdM35mt5QKC4tbVwWgXDgd,exchanges,806.0,68923.0,17647.37,0.0,172582.4294,0.0,1734737.0,1734737.0,85498.24,134244.0,83221.3633,3726.0,445268.0,341992.96,536976.0,332885.4534,14904.0,1781072.0,11.71,1.0,12.1114,1.0,30.0,2466.01,3947.0,2496.4603,1.0,13107.0,42199109767.75,70115301057.5,38351408533.8891,4924589.0,88527478276.0,42199092120.38,70115301057.5,38351426213.9788,4914589.0,88527478276.0
25,Huobi.com,1vdXJDiDSzeUAoM7eAcWZPhM9wEKmH8dG,exchanges,15.0,169340.0,191985.0,10000.0,483709.194,0.0,1749568.0,1749568.0,8354.0,786.0,24841.8323,193.0,99981.0,33416.0,3144.0,99367.3291,772.0,399924.0,3.4,2.0,2.4712,1.0,8.0,230.4667,2.0,733.4185,1.0,2935.0,7189612712.2667,214403501.0,23140089638.1137,1633207.0,93144987288.0,7189420727.2667,214393501.0,23139874780.9964,1623000.0,93143987288.0
26,Huobi.com,1HcQVoEFKk9rqU61UnAsKczxkeEj31hE92,exchanges,50.0,46981.0,558800.0,755000.0,433412.6902,0.0,1000000.0,1000000.0,55345.48,74955.0,43608.4224,227.0,99983.0,221381.92,299820.0,174433.6897,908.0,399932.0,42.58,1.0,92.2475,1.0,553.0,1441.64,1490.0,1415.5563,1.0,2935.0,42034853100.8,7529780931.5,50552820629.3835,14700036.0,240001840027.0,42034294300.8,7529670931.5,50552511439.3145,14680036.0,240001000027.0
27,Huobi.com,1Eb3pnx8LKsu4m7fR6Bt2bBw7wcEiH2erW,exchanges,79.0,156376.0,38829.5063,10000.0,92963.2243,0.0,620000.0,620000.0,5392.557,3625.0,9647.9161,226.0,58219.0,21570.2278,14500.0,38591.6643,904.0,232876.0,19.8734,2.0,55.5279,1.0,393.0,71.8354,2.0,177.8935,1.0,1523.0,1541983109.5696,83625670.0,6206578525.9984,0.0,54498950972.0,2050596543.519,660949414.0,6162090957.3839,20553.0,54498682437.0
28,Huobi.com,1BDvRoPJK2evVhRRWJg3Fhyv7WPpwuiubJ,exchanges,11.0,60088.0,40909.0909,20000.0,70640.517,10000.0,260000.0,250000.0,3413.2727,1122.0,7019.125,464.0,25540.0,13653.0909,4488.0,28076.5,1856.0,102160.0,19.0,1.0,48.621,1.0,172.0,17.3636,18.0,13.5464,2.0,45.0,1244332641.0909,6000000.0,3401797312.066,1935800.0,11892407400.0,1244291732.0,5980000.0,3401781346.3548,1925800.0,11892347400.0
29,Huobi.com,144jMnE7sagf67e2e1vX9YPX9BhvWSoMnD,exchanges,98.0,184270.0,406224.4898,330000.0,319337.6925,10000.0,1000000.0,990000.0,40329.4694,32373.0,31858.4598,259.0,99983.0,161317.8776,129492.0,127433.8393,1036.0,399932.0,23.8265,1.0,49.3408,1.0,316.0,1081.4796,869.0,1022.6665,1.0,2935.0,13186052639.898,2501232903.0,26187759224.1034,12999.0,112436065016.0,13185646415.4082,2500658982.5,26187567959.482,2999.0,112435065016.0
30,Huobi.com,12pjLweEBXtToCmqxQvimaEf3gxuHaCrhb,exchanges,41.0,46641.0,122664.6585,12485.0,249042.0268,0.0,1000000.0,1000000.0,10136.1707,1261.0,22803.3594,192.0,99165.0,40544.6829,5044.0,91213.4376,768.0,396660.0,33.7317,2.0,89.2587,1.0,553.0,151.0,2.0,584.0301,1.0,2911.0,7868412533.8537,102010637.0,37468594125.1299,0.0,240001840027.0,8051532147.0,206440000.0,37435634554.0563,4300000.0,240001000027.0
31,Huobi.com,12AH4fFy4FXYRzDhkYTtWdq3rFqFa6TJ4U,exchanges,81.0,47358.0,118271.6049,60000.0,245230.001,0.0,1000000.0,1000000.0,11210.1975,5257.0,24567.5779,191.0,99983.0,44840.7901,21028.0,98270.3114,764.0,399932.0,14.4691,2.0,43.1088,1.0,316.0,266.358,6.0,719.345,1.0,2935.0,6745613475.3457,1101490002.0,18870254574.5185,3191678.0,99929056334.0,6745495203.7407,1101000479.0,18870072282.1234,3181678.0,99928056334.0
32,Huobi.com,1MwvFVwzZHSAsvvFSkdfU2EA5ieJC7YAWH,exchanges,7.0,44584.0,141428.5714,20000.0,293667.8674,10000.0,860000.0,850000.0,13094.2857,968.0,29458.5515,225.0,85226.0,52377.1429,3872.0,117834.2059,900.0,340904.0,5.5714,2.0,5.9727,1.0,18.0,360.4286,2.0,873.8914,2.0,2501.0,528558371.0,10000000.0,797971649.3702,5683800.0,1813092476.0,528416942.4286,9980000.0,797769846.7054,5673800.0,1812232476.0
33,Huobi.com,17o41kDRLPvUGeQyu7gfymC3eRPTg6434v,exchanges,72.0,46300.0,274166.6667,150000.0,317204.587,10000.0,1000000.0,990000.0,20256.8194,5174.0,33545.7979,227.0,99983.0,81027.2778,20696.0,134183.1914,908.0,399932.0,29.4722,3.5,76.5087,1.0,553.0,467.0417,47.5,988.1773,1.0,2935.0,18644108906.0278,5003160820.5,38792967392.63,10000000.0,240001840027.0,18643834739.3611,5002960820.5,38792743322.6001,9990000.0,240001000027.0
34,Huobi.com,15N2pWryiFtFAyQC5c9vHTXimutSTFjDb5,exchanges,901.0,21478.0,6600.0,10000.0,4737.0877,0.0,10000.0,10000.0,61985.76,4472.0,83483.677,3137.0,390773.0,247943.04,17888.0,333934.7078,12548.0,1563092.0,18.86,30.0,13.2,1.0,34.0,1743.19,1.0,2512.5663,1.0,11515.0,10802223076.76,149203541.0,14942462683.2902,3526094.0,35076654906.0,10802216476.76,149193541.0,14942467403.383,3516094.0,35076654906.0
35,Huobi.com,13L37EaqqSjXva9DcSgNQDWPV7Urko2wkZ,exchanges,605.0,97701.0,300.0,0.0,1705.8722,0.0,10000.0,10000.0,120939.63,132613.0,69682.3419,3728.0,445268.0,483758.52,530452.0,278729.3677,14912.0,1781072.0,4.99,1.0,9.1755,1.0,30.0,3538.47,3899.0,2081.8268,1.0,13107.0,59143983680.07,70654060290.0,27059630609.1939,875891.0,85216467964.0,59143983380.07,70654060290.0,27059631264.0797,865891.0,85216467964.0
36,Huobi.com,1FAh5udQQvKxKuDARKB5qV26LcijqA7dy1,exchanges,10.0,25636.0,74000.0,20000.0,102586.5488,10000.0,290000.0,280000.0,6922.8,1597.5,10326.2332,192.0,28745.0,27691.2,6390.0,41304.933,768.0,114980.0,38.6,3.0,72.3715,1.0,194.0,35.3,15.0,59.701,1.0,208.0,231716556.6,2592813.0,505787212.6427,330000.0,1701260014.0,231642556.6,2577813.0,505710244.8531,320000.0,1701000014.0
37,Huobi.com,16aJR7AYANSeJvqYgBEcd46rBQTasqs1ve,exchanges,29.0,52987.0,412068.9655,110000.0,452863.5275,0.0,1000000.0,1000000.0,40424.8276,9400.0,45747.2982,225.0,99983.0,161699.3103,37600.0,182989.193,900.0,399932.0,20.4138,1.0,30.1554,1.0,108.0,1099.4138,2.0,1406.2018,1.0,2935.0,42952790889.8966,4728480000.0,50972447672.8301,10540000.0,158516609815.0,42952378820.931,4728480000.0,50972115559.4438,10530000.0,158516609815.0
38,Huobi.com,1MRpBNxmFWB1xAwxmohFuRUL8whCsf2DBh,exchanges,27.0,44927.0,318518.5185,60000.0,424566.914,0.0,1000000.0,1000000.0,35237.5926,14754.0,40086.6968,668.0,99983.0,140950.3704,59016.0,160346.7872,2672.0,399932.0,40.8148,1.0,109.6216,1.0,553.0,858.2593,428.0,1207.5394,1.0,2935.0,31984315409.9259,1096252987.0,57520612927.3812,0.0,240001840027.0,32633876318.5926,2506418729.0,57168324326.7827,101990637.0,240001000027.0
39,Huobi.com,1Q8Ho6YQzUmm8KKqYAgzfFGMqb6K83sxsN,exchanges,48.0,44884.0,471875.0,465000.0,350247.8661,0.0,1000000.0,1000000.0,46231.9375,45654.5,35610.2391,487.0,99983.0,184927.75,182618.0,142440.9563,1948.0,399932.0,39.25,1.0,68.0222,1.0,316.0,1187.8333,1253.5,1184.8777,1.0,2935.0,26087561015.7292,2500541000.0,44938856198.36,14160000.0,146595724292.0,26087089140.7292,2500133263.0,44938573386.0025,14130000.0,146594724292.0
40,Huobi.com,1HBnzQb6Vajf9yh2jiFkmvyfYZfFq9Ynyy,exchanges,132.0,48688.0,441800.0,185000.0,433975.5293,0.0,1000000.0,1000000.0,42944.66,15102.0,43751.374,192.0,99983.0,171778.64,60408.0,175005.4959,768.0,399932.0,18.79,1.0,47.3333,1.0,316.0,1180.57,151.0,1339.6113,1.0,2935.0,32390390529.35,2501386392.0,45827526724.4923,10282484.0,158477028601.0,32389948729.35,2500846892.0,45827164092.6187,10272484.0,158476028601.0
41,Huobi.com,1DWnomNDC6NRJDyrvqbLEEpXzpQRyap6jA,exchanges,36.0,169200.0,522222.2222,450000.0,453180.8022,0.0,1000000.0,1000000.0,61976.2778,66794.5,71812.2258,339.0,390773.0,247905.1111,267178.0,287248.9033,1356.0,1563092.0,35.2778,1.0,98.169,1.0,553.0,1669.2222,797.0,2188.4454,1.0,11515.0,49065586752.1111,36755525507.0,52945491977.351,6060119.0,240001840027.0,49065064529.8889,36755025507.0,52945145918.6881,5990119.0,240001000027.0
42,Huobi.com,1FkxMFkpsMDXtk2kCgViuLKJCyj55ZgL9v,exchanges,46.0,47764.0,495000.0,190000.0,450621.5514,10000.0,1000000.0,990000.0,49061.8478,18548.5,45232.5957,192.0,99983.0,196247.3913,74194.0,180930.3829,768.0,399932.0,38.3913,1.0,87.6618,1.0,553.0,1275.1304,2.0,1427.4308,1.0,2935.0,42677274359.7609,12503556605.0,49411071107.3491,100000.0,240001840027.0,42676779359.7609,12503466605.0,49410731760.0836,90000.0,240001000027.0
43,Huobi.com,12o3YqvQ3u7phFd4YDitJ18BncGDTdFwtn,exchanges,20.0,113172.0,539500.0,595000.0,452022.953,0.0,1000000.0,1000000.0,75880.2,92603.5,95354.569,964.0,445268.0,303520.8,370414.0,381418.2761,3856.0,1781072.0,29.85,1.0,50.3222,1.0,210.0,2101.85,2718.0,2891.5483,1.0,13107.0,47107306444.0,27379167636.5,46494913448.0213,52910000.0,112436065016.0,47106766944.0,27378597636.5,46494560792.6688,52890000.0,112435065016.0
44,Huobi.com,1BT8GW75RwbKFeYXywqXfFB7fnd9BX6eKr,exchanges,87.0,46294.0,639655.1724,1000000.0,435231.3383,0.0,1000000.0,1000000.0,63698.3793,99981.0,43702.5171,191.0,99983.0,254793.5172,399924.0,174810.0683,764.0,399932.0,31.1034,1.0,57.4436,1.0,316.0,1737.1954,2935.0,1429.4072,1.0,2935.0,53373574673.3104,62686942126.0,47482666194.5821,15320000.0,158477028601.0,53372935018.1379,62685942126.0,47482291993.5755,15310000.0,158476028601.0
45,Huobi.com,13o5epgXwGyTZWSJMww18bry5AyQkUEMpu,exchanges,13.0,53954.0,223846.1538,290000.0,238054.2427,0.0,860000.0,860000.0,22077.2308,28379.0,23636.8615,786.0,85226.0,88308.9231,113516.0,94547.4461,3144.0,340904.0,4.6923,3.0,4.2857,1.0,13.0,627.9231,829.0,707.7728,1.0,2501.0,23203617257.4615,12693930000.0,21127112300.3251,27340000.0,52894908585.0,23203393411.3077,12693900000.0,21127065221.7592,27330000.0,52894618585.0
46,Huobi.com,1GbiA1PKiHW8xNi9g71pMtFKsSs4ZAa8bQ,exchanges,49.0,47940.0,541224.4898,380000.0,442237.505,20000.0,1000000.0,980000.0,53501.9796,36026.0,44595.1628,1411.0,99983.0,214007.9184,144104.0,178380.6512,5644.0,399932.0,32.102,1.0,49.7521,1.0,243.0,1433.0408,773.0,1435.1956,1.0,2935.0,39005064058.8571,13118363272.0,38840575814.173,209040000.0,112436065016.0,39004522834.3674,13118243272.0,38840196029.1518,208990000.0,112435065016.0
47,Huobi.com,1H66qMnVyW198rX576mHoierUJPhsxC6UA,exchanges,19.0,52875.0,250000.0,20000.0,391824.343,0.0,1000000.0,1000000.0,24619.4211,2115.0,39038.3721,225.0,99097.0,98477.6842,8460.0,156153.4885,900.0,396388.0,9.7895,7.0,9.6713,1.0,31.0,680.8947,2.0,1169.4511,1.0,2909.0,12767960515.7895,866820000.0,20955753750.5597,76391095.0,55002362800.0,12767710515.7895,866800000.0,20955383756.2397,76371095.0,55001382800.0
48,Huobi.com,1AZifFwpYxJ6VGFuPzE1zSHD33FxNWCSXS,exchanges,63.0,46279.0,100634.9206,10000.0,238572.9599,0.0,1000000.0,1000000.0,9377.7302,619.0,23836.5473,223.0,99983.0,37510.9206,2476.0,95346.189,892.0,399932.0,25.1905,3.0,75.02,1.0,553.0,165.4603,2.0,647.4653,1.0,2935.0,11611168083.5079,194328800.0,35812071421.2917,2930000.0,240001840027.0,11611067448.5873,194318800.0,35811883456.1885,2920000.0,240001000027.0
49,Huobi.com,1EA2ZCZEfxv7rW3mifz9jSK2yWeS3akRpc,exchanges,9.0,44927.0,545555.5556,520000.0,426174.4846,50000.0,1000000.0,950000.0,54153.3333,51668.0,43007.1221,3333.0,99983.0,216613.3333,206672.0,172028.4886,13332.0,399932.0,27.2222,1.0,34.4505,1.0,94.0,1473.4444,1514.0,1382.8217,1.0,2935.0,53198010448.5556,36414988081.0,46696489345.539,1593724714.0,112436065016.0,53197464893.0,36414868081.0,46696103942.4723,1593204714.0,112435065016.0
50,Huobi.com,1LgCndYGW7rvUCjXPaxM7F7SnJCPA3aUjj,exchanges,17.0,52073.0,265882.3529,40000.0,330170.345,10000.0,790000.0,780000.0,25731.0588,2415.0,33304.941,191.0,78592.0,102924.2353,9660.0,133219.764,764.0,314368.0,7.4118,7.0,6.5175,1.0,22.0,723.0588,2.0,989.3161,1.0,2274.0,8998154126.1765,3669090200.0,13011771826.5443,12000237.0,54424558822.0,8997888243.8235,3669050200.0,13011548104.8947,11990237.0,54423798822.0
51,Huobi.com,1awTScPNF8zF5xieKCnVq2MoVkJms6sAf,exchanges,15.0,44688.0,337333.3333,30000.0,423043.9956,0.0,1000000.0,1000000.0,33074.8,1858.0,42651.6002,224.0,99983.0,132299.2,7432.0,170606.4008,896.0,399932.0,20.0667,1.0,52.4245,1.0,210.0,884.7333,2.0,1291.1966,1.0,2935.0,27480705801.4667,1011820000.0,43321788905.1782,3460000.0,107976751166.0,27480368468.1333,1011790000.0,43321391034.5256,3450000.0,107975751166.0
52,Huobi.com,1QCph5a9Fm9e1p48iKnfmdEdZfPEAL6WWi,exchanges,7.0,18992.0,51428.5714,20000.0,42233.5586,10000.0,100000.0,90000.0,3516.7143,1261.0,3015.5341,521.0,6990.0,14066.8571,5044.0,12062.1366,2084.0,27960.0,3.7143,3.0,2.7627,1.0,8.0,86.5714,2.0,98.2328,1.0,200.0,47148401625.2857,254690063.0,110245495311.8978,27476892.0,316999990000.0,47148350196.7143,254680063.0,110245512816.6153,27376892.0,316999980000.0
53,Huobi.com,13ND5KqL8FMK11udMNzfHBkqhJS4p1Vtw6,exchanges,41.0,53181.0,194878.0488,50000.0,252655.3804,0.0,960000.0,960000.0,17039.6829,2706.0,25408.8267,191.0,95154.0,68158.7317,10824.0,101635.3067,764.0,380616.0,6.0732,2.0,7.3597,1.0,29.0,473.8049,2.0,755.8615,1.0,2793.0,13380545876.7561,2516846792.0,20339516075.1661,6639588.0,72223981857.0,13380350998.7073,2516796792.0,20339372159.4695,6629588.0,72223161857.0
