entity,address,label,n_transactions,block_height_max-min,fee_mean,fee_median,fee_std,fee_min,fee_max,fee_max-min,size_mean,size_median,size_std,size_min,size_max,weight_mean,weight_median,weight_std,weight_min,weight_max,vin_sz_mean,vin_sz_median,vin_sz_std,vin_sz_min,vin_sz_max,vout_sz_mean,vout_sz_median,vout_sz_std,vout_sz_min,vout_sz_max,inputsAmount_mean,inputsAmount_median,inputsAmount_std,inputsAmount_min,inputsAmount_max,outputsAmount_mean,outputsAmount_median,outputsAmount_std,outputsAmount_min,outputsAmount_max
AntPool.com-old2,1A8zomVexZhC85Q9JZvwXKhoDtVtx4RXDL,pool,2.0,944.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,889.0,889.0,368.0,521.0,1257.0,3556.0,3556.0,1472.0,2084.0,5028.0,5.5,5.5,2.5,3.0,8.0,2.0,2.0,0.0,2.0,2.0,11318655871.5,11318655871.5,3787790896.5,7530864975.0,15106446768.0,11318645871.5,11318645871.5,3787780896.5,7530864975.0,15106426768.0
AntPool.com-old2,1MQf2kkbL2FpviJuUcXGKXUn9L8ki6edzm,pool,2.0,100.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,962.5,962.5,294.5,668.0,1257.0,3850.0,3850.0,1178.0,2672.0,5028.0,6.0,6.0,2.0,4.0,8.0,2.0,2.0,0.0,2.0,2.0,11360159454.0,11360159454.0,3746287314.0,7613872140.0,15106446768.0,11360149454.0,11360149454.0,3746277314.0,7613872140.0,15106426768.0
AntPool.com-old2,17cyo1PQVKeDGde8PRVfmYmnLgLDc1AGPs,pool,2.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,595.0,73.0,522.0,668.0,2380.0,2380.0,292.0,2088.0,2672.0,3.5,3.5,0.5,3.0,4.0,2.0,2.0,0.0,2.0,2.0,7566026361.5,7566026361.5,47845778.5,7518180583.0,7613872140.0,7566026361.5,7566026361.5,47845778.5,7518180583.0,7613872140.0
AntPool.com-old2,1HN16cGoK6ybt4ZSf8AEfnmyjcYoREkTXb,pool,2.0,210.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1037.5,1037.5,370.5,667.0,1408.0,4150.0,4150.0,1482.0,2668.0,5632.0,6.5,6.5,2.5,4.0,9.0,2.0,2.0,0.0,2.0,2.0,12565267237.5,12565267237.5,2536827189.5,10028440048.0,15102094427.0,12565257237.5,12565257237.5,2536817189.5,10028440048.0,15102074427.0
AntPool.com-old2,1J6gX3mUU8z7K8CCfr7kmAUQXp1zyXJEjc,pool,2.0,112.0,20000.0,20000.0,0.0,20000.0,20000.0,0.0,1333.5,1333.5,74.5,1259.0,1408.0,5334.0,5334.0,298.0,5036.0,5632.0,8.5,8.5,0.5,8.0,9.0,2.0,2.0,0.0,2.0,2.0,17603828237.5,17603828237.5,2501733810.5,15102094427.0,20105562048.0,17603808237.5,17603808237.5,2501733810.5,15102074427.0,20105542048.0
AntPool.com-old2,1KwjJbcxcshpdv3JWn9RVcwKbYWSiUiAFj,pool,2.0,92.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,891.0,891.0,517.0,374.0,1408.0,3564.0,3564.0,2068.0,1496.0,5632.0,5.5,5.5,3.5,2.0,9.0,2.0,2.0,0.0,2.0,2.0,10056578377.0,10056578377.0,5045516050.0,5011062327.0,15102094427.0,10056568377.0,10056568377.0,5045506050.0,5011062327.0,15102074427.0
AntPool.com-old2,13SeuVo8iKaZv9TZypmCobaxv3YyLeBNcd,pool,2.0,571.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1183.5,1183.5,514.5,669.0,1698.0,4734.0,4734.0,2058.0,2676.0,6792.0,7.5,7.5,3.5,4.0,11.0,2.0,2.0,0.0,2.0,2.0,9671029895.0,9671029895.0,369709320.0,9301320575.0,10040739215.0,9671019895.0,9671019895.0,369719320.0,9301300575.0,10040739215.0
AntPool.com-old2,15U7BPwXRisaHzxUX2tCef39jsQ2cs7Vfd,pool,2.0,93.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1036.0,1036.0,662.0,374.0,1698.0,4144.0,4144.0,2648.0,1496.0,6792.0,6.5,6.5,4.5,2.0,11.0,2.0,2.0,0.0,2.0,2.0,7167353636.5,7167353636.5,2133966938.5,5033386698.0,9301320575.0,7167343636.5,7167343636.5,2133956938.5,5033386698.0,9301300575.0
AntPool.com-old2,162SwteLDGXPoNdLoNQP3kbRr1WwSVnL6N,pool,2.0,147.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1256.0,1256.0,442.0,814.0,1698.0,5024.0,5024.0,1768.0,3256.0,6792.0,8.0,8.0,3.0,5.0,11.0,2.0,2.0,0.0,2.0,2.0,10919549690.0,10919549690.0,1618229115.0,9301320575.0,12537778805.0,10919539690.0,10919539690.0,1618239115.0,9301300575.0,12537778805.0
AntPool.com-old2,18zu6CXmfHPUygmD3mUPKgw9SUi7r9v8Uq,pool,2.0,230.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1182.5,1182.5,515.5,667.0,1698.0,4730.0,4730.0,2062.0,2668.0,6792.0,7.5,7.5,3.5,4.0,11.0,2.0,2.0,0.0,2.0,2.0,9657916293.0,9657916293.0,356595718.0,9301320575.0,10014512011.0,9657906293.0,9657906293.0,356605718.0,9301300575.0,10014512011.0
