entity,address,label,n_transactions,block_height_max-min,fee_mean,fee_median,fee_std,fee_min,fee_max,fee_max-min,size_mean,size_median,size_std,size_min,size_max,weight_mean,weight_median,weight_std,weight_min,weight_max,vin_sz_mean,vin_sz_median,vin_sz_std,vin_sz_min,vin_sz_max,vout_sz_mean,vout_sz_median,vout_sz_std,vout_sz_min,vout_sz_max,inputsAmount_mean,inputsAmount_median,inputsAmount_std,inputsAmount_min,inputsAmount_max,outputsAmount_mean,outputsAmount_median,outputsAmount_std,outputsAmount_min,outputsAmount_max
BlueSkyMarketplace,13htF38QAUURy47Cv9LQ7tnGpjiz7QwdKK,darknet,7.0,195908.0,14285.7143,10000.0,7284.3136,10000.0,30000.0,20000.0,4567.1429,964.0,8640.0222,374.0,25658.0,18268.5714,3856.0,34560.0887,1496.0,102632.0,4.2857,3.0,2.814,1.0,9.0,114.5714,2.0,259.3475,2.0,749.0,362391371.1429,108142594.0,633822726.4037,10749.0,1893855608.0,362377085.4286,108132594.0,633816168.9244,749.0,1893825608.0
BlueSkyMarketplace,17moTfbmgwkrGb9DP4p7km2fSx5Gbepn8n,darknet,3.0,193330.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,8813.3333,523.0,11934.9285,226.0,25691.0,35253.3333,2092.0,47739.7139,904.0,102764.0,1.6667,1.0,0.9428,1.0,3.0,251.3333,2.0,352.6106,2.0,750.0,121184448.6667,62500347.0,129710399.6707,12999.0,301040000.0,121174448.6667,62490347.0,129710399.6707,2999.0,301030000.0
BlueSkyMarketplace,1QCGCKExd48vC3PD5Y7N4a2gZFwiafPbLk,darknet,3.0,196047.0,13333.3333,10000.0,4714.0452,10000.0,20000.0,10000.0,8774.3333,374.0,11961.9835,258.0,25691.0,35097.3333,1496.0,47847.9338,1032.0,102764.0,1.3333,1.0,0.4714,1.0,2.0,251.3333,2.0,352.6106,2.0,750.0,31522666.3333,20350000.0,31302125.6769,12999.0,74205000.0,31509333.0,20330000.0,31303315.7758,2999.0,74195000.0
BlueSkyMarketplace,1MWzFHHbXu4hAYkdtX2iwNenm99z92crQJ,darknet,3.0,192785.0,13333.3333,10000.0,4714.0452,10000.0,20000.0,10000.0,8823.3333,438.0,11903.9356,374.0,25658.0,35293.3333,1752.0,47615.7425,1496.0,102632.0,1.6667,2.0,0.4714,1.0,2.0,251.0,2.0,352.1392,2.0,749.0,40775111.0,52049584.0,29768554.4601,10749.0,70265000.0,40761777.6667,52029584.0,29767292.3477,749.0,70255000.0
BlueSkyMarketplace,1HJVZmDs61SsykxxE1xtwjRtj4mLkpFzNt,darknet,178.0,28814.0,14800.0,10000.0,4995.9984,10000.0,20000.0,10000.0,372.7,372.0,178.305,191.0,963.0,1490.8,1488.0,713.2202,764.0,3852.0,1.95,2.0,1.1779,1.0,6.0,1.99,2.0,0.0995,1.0,2.0,120188714.43,102703562.5,69000367.3189,13009680.0,404858398.0,120173914.43,102688562.5,69000651.2028,12999680.0,404848398.0
BlueSkyMarketplace,1FXfDeNqdNQq1u7Qap9MzZJ6nJi1GtP2bR,darknet,142.0,31355.0,13100.0,10000.0,9663.8502,10000.0,80000.0,70000.0,636.83,373.0,886.0468,225.0,7896.0,2547.32,1492.0,3544.1872,900.0,31584.0,2.99,1.0,5.6134,1.0,53.0,5.41,2.0,9.8621,2.0,70.0,351371153.9,121199901.0,767751978.8684,30070.0,4803152633.0,351358053.9,121189901.0,767747562.6418,70.0,4803142633.0
BlueSkyMarketplace,12q99LDiXyZC7UvWSzCzFUiugPMDF8jPZu,darknet,136.0,40237.0,11600.0,10000.0,8333.0667,10000.0,80000.0,70000.0,452.16,227.0,613.1017,193.0,4797.0,1808.64,908.0,2452.4069,772.0,19188.0,2.31,1.0,3.7887,1.0,32.0,2.9,2.0,6.8345,1.0,70.0,147477713.07,41727769.0,278480316.3312,30070.0,1793533291.0,147466113.07,41717769.0,278478132.3203,70.0,1793523291.0
BlueSkyMarketplace,16pK8G4eiKW1P1P5GVPkhFugysRYRSovB5,darknet,132.0,35540.0,19700.01,20000.0,29511.1844,10000.0,300000.0,290000.0,639.46,438.0,695.0361,224.0,5241.0,2557.84,1752.0,2780.1445,896.0,20964.0,3.01,2.0,3.9686,1.0,35.0,4.5,2.0,11.8258,1.0,70.0,66116045.8,21228160.0,151826614.6402,30070.0,1075581052.0,66096345.79,21213160.0,151821925.9469,70.0,1075521052.0
BlueSkyMarketplace,1NdKaox7oGcfjdMWwxjWBt1134AYRa6VCD,darknet,130.0,25619.0,15500.0,10000.0,6538.3484,10000.0,40000.0,30000.0,444.97,438.0,210.0379,225.0,1653.0,1779.88,1752.0,840.1517,900.0,6612.0,2.18,2.0,1.1259,1.0,7.0,2.36,2.0,1.9571,1.0,18.0,74671706.93,45014951.5,106033441.1427,2037489.0,719650000.0,74656206.93,44999951.5,106031470.4379,2017489.0,719610000.0
BlueSkyMarketplace,1J9a6bReRByn52eq8nV6eebpKa99K19fco,darknet,106.0,36103.0,12500.0,10000.0,7921.4898,0.0,70000.0,70000.0,442.4,257.0,687.3197,225.0,6856.0,1769.6,1028.0,2749.2788,900.0,27424.0,1.85,1.0,1.3955,1.0,7.0,4.41,2.0,19.4016,2.0,197.0,690844808.64,34758690.0,3943663628.2041,1118096.0,38832380000.0,690832308.64,34748690.0,3943657940.6865,1108096.0,38832310000.0
