source_address,amount,label
14j6jLececs66ZQ8ew6vTFNiEn2NupacWJ,40000.32023557,services_others
17qwZ8jfXW9K1gcm1RQjiSjGu6vtJt4VzY,8000.004848559999,pool
1EBLPT7vEn7Dm7k2JCJC8KNBtrF7n59wY7,999.9006458299999,exchanges
